,Security,TimeStamp,Num Of Trading Min,OrderType,LastBuyScore,LastSellScore,Position Num of Buys,Position Current Price Real,Position Current Price 10 Min avg,Security Trade Signal,Security Trade Signal Reason,Security Trade Score,Opp Security,Opp Security Trade Signal,Opp Security Trade Score,BuyReason,SellReason,Open Price,Previous Closing Price,Short MAVG 5,Long MAVG 13,Short MAVG Min,Long MAVG Min,MAVG Min Diff,ATR Stoploss Range,ATR Stoploss,Slope 15 Min,Slope 15 Min Win Diff,RSI,Previous Day RSI,RSI Slope,RSI Gain Percent,Last AB Pattern,Last AB Date,Last AB Age,Last AB Buy Level,Last AB Stop-Loss Level,Last AB Sell Level,Last AB Signal,Last AB Total Net,Last AB Net Age Ratio,Last Confirmation Level,Last Confirmation Date,Last Confirmation Age,Last Confirmed Signal,Last Confirmed AB Confirmation Level,Last Confirmed AB Confirmation Date,Last Confirmed AB Age,Last Confirmed AB Total Net,Position Amount,Position Cost Basis,Position Gain Loss,Position Gain Loss Percent,Position Last Buy DT,Position Num of Days Held,Position Gain Avg Per Day,Position Held Max High,Position Held Max Gain,Position Held Max Gain Percent,Position Held Max Gain Loss Ratio,Position Day High,Position Day High Gain Loss Percent,Position Day High Trail Percent,Position Day Slope High,Position Day Slope Trail,Daily Current Gain Loss Percent,Daily Max Gain Percent,Daily Max Gain Loss Ratio,Daily Max Loss Percent,Daily Max Loss Ratio,Daily Current Gain Loss Percent From Open,Daily Max Gain Percent From Open,Daily Max Gain Loss Ratio From Open,Daily Current Gain Loss Diff From Open Close,Position Trailing Stop,Position Trailing Percent,Position Trailing Loss Percent,Position Last Sell DT,Position Num of Days Since Last Sell,Opp Pos Num of Days Since Last Buy,Opp Pos Num of Days Since Last Sell,OrderId
752,TQQQ,2022-05-23 13:51:00+00:00,21,BUY,-0.9417814455,,1,28.15,28,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-1.100048314,SQQQ,,-0.1569848558,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,27.65,27.34,28.7068,30.43569231,27.58463333,27.0182,0.5664333333,3.49477979,24.15522021,65.33061102,27.8219093,35.1089781,27.56456488,7.544413225,27.36997031,BULLISH DOJI STAR,2022-05-19,2,27.865,27.04,,,3,1.5,,nan,100,SHORT,34.89,2022-05-06,17,3,0,0,0,0,2022-05-19 15:03:00+00:00,0,0,0,0,0,0,0,0,0,0,0,2.962692026,3.511338698,1.926484289,-0.5120702268,1.779322295,1.828822238,3.511338698,5.907885154,-1.133869788,0,0,0,2022-05-19 15:07:00+00:00,2,1,1,6a1472218bcb4e318600d7be952be587
756,TQQQ,2022-05-23 14:38:00+00:00,68,BUY,-0.8995592029,,2,27.73,27.83,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-3.87813775,SQQQ,,2.114025965,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,27.65,27.34,28.7068,30.43569231,27.53483333,27.59608333,-0.06125,3.49477979,24.15522021,37.6215442,25.23159609,32.33088867,27.56456488,4.766323789,17.29148931,BULLISH DOJI STAR,2022-05-19,2,27.865,27.04,,,3,1.5,,nan,100,SHORT,34.89,2022-05-06,17,3,0,0,0,0,2022-05-23 13:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.426481346,3.511338698,7.320640299,-1.389904901,3.914509049,0.2926115582,3.511338698,11.30204116,-1.133869788,0,0,0,2022-05-23 13:56:00+00:00,0,0,0,9c32a052ef624ff1814dbde44d134651
760,TQQQ,2022-05-24 14:37:00+00:00,67,BUY,-0.7516896443,,1,25.95,25.905,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-14.5936685,SQQQ,,18.73246576,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,27.145,28.69,27.7762,29.85469231,25.74836667,26.07945,-0.3310833333,3.448380214,23.69661979,45.99405759,54.57014175,34.16123256,38.36243952,-4.201206958,-10.95135505,BULLISH DOJI STAR,2022-05-19,3,27.865,27.04,,BUY,3,1,28.025,2022-05-23 0:00:00,100,BUY,28.025,2022-05-23,1,3,0,0,0,0,2022-05-23 14:39:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-9.550365981,-4.635761589,-22.78293427,-11.38027187,20.82482653,-4.16521436,-4.635761589,2.18134477,5.385151621,0,0,0,2022-05-23 14:48:00+00:00,1,1,1,b8034b600c444ff4a931909f937a546e
762,TQQQ,2022-05-24 15:13:00+00:00,103,BUY,2.36920449,,2,25.849,25.8225,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-14.90750641,SQQQ,,18.7875368,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,27.145,28.69,27.7762,29.85469231,25.77676667,25.7605,0.01626666667,3.448380214,23.69661979,26.12270682,35.40181354,33.84739465,38.36243952,-4.515044875,-11.76944149,BULLISH DOJI STAR,2022-05-19,3,27.865,27.04,,BUY,3,1,28.025,2022-05-23 0:00:00,100,BUY,28.025,2022-05-23,1,3,0,0,0,0,2022-05-24 14:38:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-9.902405019,-4.635761589,-24.41490332,-11.38027187,16.81852657,-4.517253398,-4.635761589,0.5493757199,5.385151621,0,0,0,2022-05-24 14:52:00+00:00,0,1,1,e62d08b0262f49fd927740f5ee09eed7
764,TQQQ,2022-05-24 17:48:00+00:00,258,BUY,-0.8828586137,,3,26.495,26.5625,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-12.79446518,SQQQ,,15.94443067,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,27.145,28.69,27.7762,29.85469231,26.22616667,26.16781667,0.05835,3.448380214,23.69661979,63.49133759,39.93988021,35.96043588,38.36243952,-2.402003646,-6.26134228,BULLISH DOJI STAR,2022-05-19,3,27.865,27.04,,BUY,3,1,28.025,2022-05-23 0:00:00,100,BUY,28.025,2022-05-23,1,3,0,0,0,0,2022-05-24 15:14:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-7.65074939,-4.635761589,-13.97676464,-11.38027187,42.44297979,-2.265597769,-4.635761589,10.9875144,5.385151621,0,0,0,2022-05-24 16:33:00+00:00,0,1,1,3a84e71f2def4c4db82e4e26dcc31571
766,TQQQ,2022-05-24 19:12:00+00:00,342,BUY,-1.074384352,,4,26.44,26.4075,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-12.98458861,SQQQ,,16.50838689,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,27.145,28.69,27.7762,29.85469231,26.25786667,26.44226667,-0.1844,3.448380214,23.69661979,42.10703073,59.45354843,35.77031245,38.36243952,-2.592127071,-6.756940131,BULLISH DOJI STAR,2022-05-19,3,27.865,27.04,,BUY,3,1,28.025,2022-05-23 0:00:00,100,BUY,28.025,2022-05-23,1,3,0,0,0,0,2022-05-24 17:49:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-7.842453817,-4.635761589,-14.86546066,-11.38027187,40.2613313,-2.457302196,-4.635761589,10.09881838,5.385151621,0,0,0,2022-05-24 18:46:00+00:00,0,1,1,ea1750a8c93c42a6b1f4a52a8db0b14c
768,TQQQ,2022-05-25 14:26:00+00:00,56,BUY,-1.129095161,,1,27.4,27.34,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-6.534856812,SQQQ,,7.713596713,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,26.44,26.9,27.438,29.22769231,27.0969,27.02175,0.07515,3.322176718,23.11782328,63.08767487,45.6457281,39.83881058,37.42520585,2.413604726,6.449142152,BEARISH STOP LOSS,2022-05-24,1,,27.04,,,3,3,,NaT,100,BUY,28.025,2022-05-23,2,3,0,0,0,0,2022-05-24 19:13:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.858736059,2.007434944,0.2985033374,-1.914498141,7.223849864,3.568773234,2.007434944,-3.134285043,1.710037175,0,0,0,2022-05-24 19:22:00+00:00,1,2,2,0759461d8cb1437eb880a3026bd755eb
774,TQQQ,2022-05-25 17:43:00+00:00,253,BUY,-1.638911122,,2,27.409,27.3525,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-6.475190696,SQQQ,,7.887513185,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,26.44,26.9,27.438,29.22769231,27.2169,27.18651667,0.03038333333,3.322176718,23.11782328,29.60796991,21.45290578,39.89847669,37.42520585,2.473270843,6.608569777,BEARISH STOP LOSS,2022-05-24,1,,27.04,,,3,3,,NaT,100,BUY,28.025,2022-05-23,2,3,0,0,0,0,2022-05-25 14:27:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.892193309,3.680297398,6.580754826,-1.914498141,7.287903705,3.602230483,3.680297398,0.2873094623,1.710037175,0,0,0,2022-05-25 15:37:00+00:00,0,0,0,d51e450439a84a06b36035d9fe83c084
776,TQQQ,2022-05-26 13:54:00+00:00,24,BUY,4.284927168,,1,29.165,28.879,BUY,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",5.423689792,SQQQ,,-5.157753007,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,27.76,27.98,27.759,29.125,28.44316667,28.28518333,0.1579833333,3.22248432,24.53751568,66.15150724,-11.0661015,55.71002684,43.45633705,12.25368979,28.19770515,BEARISH STOP LOSS,2022-05-24,2,,27.04,,,3,1.5,,NaT,100,BUY,28.025,2022-05-23,3,3,0,0,0,0,2022-05-25 17:44:00+00:00,0,0,0,0,0,0,0,0,0,0,0,4.235167977,4.288777698,0.2299201768,-1.072194425,5.690524376,5.021443888,4.288777698,-3.142242417,0.7862759114,0,0,0,2022-05-25 18:08:00+00:00,1,1,1,907dc891b07944b18ca36e1e97ea93e1
778,TQQQ,2022-05-27 13:51:00+00:00,21,BUY,3.254571885,,1,31.972,31.8425,BUY,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",4.275782321,SQQQ,,-7.889623262,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,31.295,30.32,29.107,29.31807692,31.38523333,30.84401667,0.5412166667,3.296943068,27.99805693,23.83997652,-138.3919493,66.05511508,60.72394815,5.331166936,8.779348344,BEARISH STOP LOSS,2022-05-24,3,,27.04,,,3,1,,NaT,100,BUY,28.025,2022-05-23,4,3,0,0,0,0,2022-05-26 13:55:00+00:00,0,0,0,0,0,0,0,0,0,0,0,5.448548813,5.867414248,2.457657023,3.133245383,-7.254413782,2.232849604,5.867414248,21.32549638,-3.215699208,0,0,0,2022-05-26 19:57:00+00:00,1,2,2,0cd1d567cde4414fb64afeca45874dc3
780,TQQQ,2022-05-31 14:43:00+00:00,73,BUY,-0.8310467692,,1,32.837,32.6425,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-6.036623819,SQQQ,,-0.9502095772,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,33.3,33.29,30.33,29.78307692,32.4826,32.3274,0.1552,3.19117305,30.10882695,25.63661531,-24.91431568,60.95601156,69.72725076,-8.771239203,-12.57935614,BEARISH STOP LOSS,2022-05-24,4,,27.04,,,3,0.75,,NaT,100,BUY,28.025,2022-05-23,8,3,0,0,0,0,2022-05-27 13:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-1.360769,0.2703514569,0.4409757918,-4.683088014,15.55871236,-1.39080805,0.2703514569,0.4490968929,-0.03003905077,0,0,0,2022-05-27 19:57:00+00:00,1,3,3,75347bdb1c7a44c98c1fac59ed425bb5
784,TQQQ,2022-05-31 15:51:00+00:00,141,BUY,-0.5579407689,,2,33.251,32.998,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-3.448469696,SQQQ,,-3.383707112,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,33.3,33.29,30.33,29.78307692,32.7876,32.78341667,0.004183333333,3.19117305,30.10882695,56.5070583,38.3410302,63.54416568,69.72725076,-6.183085081,-8.867530288,BEARISH STOP LOSS,2022-05-24,4,,27.04,,,3,0.75,,NaT,100,BUY,28.025,2022-05-23,8,3,0,0,0,0,2022-05-31 14:44:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.117152298,0.2703514569,0.1047622047,-4.683088014,21.38267883,-0.1471913488,0.2703514569,0.1128833058,-0.03003905077,0,0,0,2022-05-31 15:10:00+00:00,0,0,0,289757a5e58646d09eeadf90fd95c136
788,TQQQ,2022-06-01 13:56:00+00:00,26,BUY,-1.44952416,,1,34.36,34.12,BUY,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",13.32711678,SQQQ,,-22.43983958,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,33.71,33.05,31.74,30.2,33.97886667,33.76703333,0.2118333333,3.172048855,30.53795114,12.66777966,-53.14007321,67.88781954,62.26070276,5.627116781,9.037991112,BEARISH STOP LOSS,2022-05-24,5,,27.04,,,3,0.6,,NaT,100,BUY,28.025,2022-05-23,9,3,0,0,0,0,2022-05-31 15:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,3.963691377,4.175491679,0.8843704011,1.996974281,-3.927483458,1.966717095,4.175491679,9.222719897,-1.996974281,0,0,0,2022-05-31 16:26:00+00:00,1,1,1,1971dde75c0f47e3be1bde7da96c8644
792,TQQQ,2022-06-02 13:55:00+00:00,25,BUY,0.7471011296,,1,32.23,32.255,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",2.307040679,SQQQ,,-16.0653667,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,31.92,32.28,32.094,30.05538462,32.08793333,32.44755,-0.3596166667,3.1294135,28.7905865,51.09888623,65.97577114,49.91865947,57.80469571,-7.886036244,-13.64255299,BEARISH STOP LOSS,2022-05-24,6,,27.04,,,3,0.5,,NaT,100,BUY,28.025,2022-05-23,10,3,0,0,0,0,2022-06-01 13:57:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.1548946716,0.5266418835,0.3589256951,-2.571251549,6.213061364,0.9603469641,0.5266418835,-0.2284072605,1.115241636,0,0,0,2022-06-01 14:02:00+00:00,1,1,1,d625f2574aa0488e933d1ff50c24bd1f
796,TQQQ,2022-06-02 14:46:00+00:00,76,BUY,6.998788024,,2,32.471,32.42,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",3.85317852,SQQQ,,-16.86546487,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,31.92,32.28,32.094,30.05538462,32.30356667,32.31698333,-0.01341666667,3.1294135,28.7905865,36.0899581,59.14182687,51.46479731,57.80469571,-6.339898403,-10.96779133,BEARISH STOP LOSS,2022-05-24,6,,27.04,,,3,0.5,,NaT,100,BUY,28.025,2022-05-23,10,3,0,0,0,0,2022-06-02 13:56:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.5916976456,1.982651797,2.757777747,-2.571251549,8.132738016,1.706939281,1.982651797,0.5466419142,1.115241636,0,0,0,2022-06-02 14:33:00+00:00,0,0,0,30737aeadef84ef1bfe5d3a265675dc9
798,TQQQ,2022-06-03 15:44:00+00:00,134,BUY,-0.8609837477,,1,32.13,32.17,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",6.428554845,SQQQ,,-23.46089691,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,33.14,34.9,33.3576,30.516,32.00923333,32.14041667,-0.1311833333,3.230776805,29.90922319,33.69183837,18.91554147,55.20946277,62.98890793,-7.779445155,-12.35050013,BEARISH STOP LOSS,2022-05-24,7,,27.04,,,3,0.4285714286,,NaT,100,BUY,28.025,2022-05-23,11,3,0,0,0,0,2022-06-02 14:47:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-7.936962751,-3.638968481,-15.64026568,-8.99713467,9.538509536,-2.893982808,-3.638968481,2.710979384,5.042979943,0,0,0,2022-06-02 19:57:00+00:00,1,1,1,cf4569d2d3764698995cd8f65acfabb1
800,TQQQ,2022-06-06 14:08:00+00:00,38,BUY,-0.7600928282,,1,33.935,33.9225,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",23.07568898,SQQQ,,-35.80332549,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,33.615,32.14,33.2306,30.49253846,33.53483333,33.02716667,0.5076666667,3.238709281,30.37629072,76.8853557,93.50335347,64.64999245,55.26461117,9.385381286,16.9826243,BEARISH HARAMI,2022-06-03,1,,34.98,32.14,,10,10,,NaT,100,BUY,28.025,2022-05-23,14,3,0,0,0,0,2022-06-03 15:45:00+00:00,0,0,0,0,0,0,0,0,0,0,0,5.584940884,6.191661481,3.756608553,2.899813317,-7.786368676,0.9956440573,6.191661481,32.17198094,-4.589296826,0,0,0,2022-06-03 19:16:00+00:00,1,2,2,eeea03dd456040d19274b3e77347bac0
806,TQQQ,2022-06-06 17:43:00+00:00,253,BUY,-0.8130668334,,2,32.892,32.72,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",19.13621445,SQQQ,,-32.12928288,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,33.615,32.14,33.2306,30.49253846,32.465,32.4762,-0.0112,3.238709281,30.37629072,46.24579093,28.94193397,60.71051792,55.26461117,5.445906755,9.854238797,BEARISH HARAMI,2022-06-03,1,,34.98,32.14,,10,10,,NaT,100,BUY,28.025,2022-05-23,14,3,0,0,0,0,2022-06-06 14:09:00+00:00,0,0,0,0,0,0,0,0,0,0,0,2.339763535,6.191661481,23.84964814,-0.435594275,1.208929973,-2.249533292,6.191661481,52.26502053,-4.589296826,0,0,0,2022-06-06 15:10:00+00:00,0,0,0,b75f5b0c1eaa4ffcab87d6cea7a77858
808,TQQQ,2022-06-07 13:54:00+00:00,24,BUY,-0.8022284227,,1,32.085,31.9925,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",8.976258517,SQQQ,,-21.63445807,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,31.42,32.54,32.62,30.63461538,31.94136667,32.12655,-0.1851833333,3.127687193,28.29231281,46.69791044,119.7241932,58.22441463,59.17507919,-0.9506645603,-1.606528582,BEARISH HARAMI,2022-06-03,2,,34.98,32.14,,10,5,,NaT,100,BUY,28.025,2022-05-23,15,3,0,0,0,0,2022-06-06 17:44:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-1.398279041,-0.5224339275,-0.4575712026,-4.578979717,14.56436388,2.043638599,-0.5224339275,1.340603348,3.44191764,0,0,0,2022-06-06 18:24:00+00:00,1,1,1,3c16c95c0c714e029062dba1e808e514
810,TQQQ,2022-06-07 14:31:00+00:00,61,BUY,3.22818775,,2,32.44,32.165,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",11.50810134,SQQQ,,-23.11248168,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,31.42,32.54,32.62,30.63461538,32.01873333,31.93671667,0.08201666667,3.127687193,28.29231281,53.78228397,62.53907101,60.75625745,59.17507919,1.58117826,2.672034042,BEARISH HARAMI,2022-06-03,2,,34.98,32.14,,10,5,,NaT,100,BUY,28.025,2022-05-23,15,3,0,0,0,0,2022-06-07 13:55:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.307314075,-0.061462815,-0.01511071051,-4.578979717,19.55987034,3.134603565,-0.061462815,0.1964392366,3.44191764,0,0,0,2022-06-07 14:10:00+00:00,0,1,1,99b47b79eb1d4aa8b2f0a2cecde0d407
812,TQQQ,2022-06-08 13:54:00+00:00,24,BUY,-0.7504749629,,1,33.66,33.57,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",10.01666158,SQQQ,,-19.6021484,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,33.075,33.33,33.158,31.20307692,33.31796667,33.33336667,-0.0154,3.038381706,30.03661829,52.61258371,75.80400429,65.18609161,64.94404541,0.2420461972,0.3726995995,BEARISH HARAMI,2022-06-03,3,,34.98,32.14,,10,3.333333333,,NaT,100,BUY,28.025,2022-05-23,16,3,0,0,0,0,2022-06-07 14:32:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.9900990099,1.440144014,0.6481296194,-1.860186019,5.302060359,1.755175518,1.440144014,-0.4536907336,0.7650765077,0,0,0,2022-06-07 19:57:00+00:00,1,2,2,3a3f8b32b1bc49f0a0d95d0879e6cae9
816,TQQQ,2022-06-08 15:24:00+00:00,114,BUY,-0.7651529,,2,33.702,33.75,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",10.20264062,SQQQ,SELL,-27.62112782,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,33.075,33.33,33.158,31.20307692,33.50846667,33.56705,-0.05858333333,3.038381706,30.03661829,40.70936972,28.99951046,65.37207064,64.94404541,0.4280252319,0.6590677086,BEARISH HARAMI,2022-06-03,3,,34.98,32.14,,10,3.333333333,,NaT,100,BUY,28.025,2022-05-23,16,3,0,0,0,0,2022-06-08 13:55:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.116111611,1.830183018,1.306881363,-1.860186019,5.536467238,1.881188119,1.830183018,-0.0933486688,0.7650765077,0,0,0,2022-06-08 14:03:00+00:00,0,0,0,29fa25309b564cab84c241d97e72c558
820,TQQQ,2022-06-09 13:58:00+00:00,28,BUY,-0.753439446,,1,32.6,32.6945,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",11.81906676,SQQQ,,-21.7812179,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,32.07,32.65,32.557,31.55346154,32.296,32.51096667,-0.2149666667,2.919041274,29.15095873,76.65170114,91.50440833,65.15582489,58.35445044,6.80137445,11.65527976,BEARISH HARAMI,2022-06-08,1,,33.94,32.375,,10,10,,nan,100,BUY,28.025,2022-05-23,17,3,0,0,0,0,2022-06-08 15:25:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.1531393568,0.8269525268,0.8104894597,-2.69525268,6.851637747,1.623277182,0.8269525268,-0.658522686,1.776416539,0,0,0,2022-06-08 16:22:00+00:00,1,1,1,2c6c871b693144bdadd2dfdd96b8fbac
