,Security,TimeStamp,Num Of Trading Min,OrderType,LastBuyScore,LastSellScore,Position Num of Buys,Position Current Price Real,Position Current Price 10 Min avg,Security Trade Signal,Security Trade Signal Reason,Security Trade Score,Opp Security,Opp Security Trade Signal,Opp Security Trade Score,BuyReason,SellReason,Open Price,Previous Closing Price,Short MAVG 5,Long MAVG 13,Short MAVG Min,Long MAVG Min,MAVG Min Diff,ATR Stoploss Range,ATR Stoploss,Slope 15 Min,Slope 15 Min Win Diff,RSI,Previous Day RSI,RSI Slope,RSI Gain Percent,Last AB Pattern,Last AB Date,Last AB Age,Last AB Buy Level,Last AB Stop-Loss Level,Last AB Sell Level,Last AB Signal,Last AB Total Net,Last AB Net Age Ratio,Last Confirmation Level,Last Confirmation Date,Last Confirmation Age,Last Confirmed Signal,Last Confirmed AB Confirmation Level,Last Confirmed AB Confirmation Date,Last Confirmed AB Age,Last Confirmed AB Total Net,Position Amount,Position Cost Basis,Position Gain Loss,Position Gain Loss Percent,Position Last Buy DT,Position Num of Days Held,Position Gain Avg Per Day,Position Held Max High,Position Held Max Gain,Position Held Max Gain Percent,Position Held Max Gain Loss Ratio,Position Day High,Position Day High Gain Loss Percent,Position Day High Trail Percent,Position Day Slope High,Position Day Slope Trail,Daily Current Gain Loss Percent,Daily Max Gain Percent,Daily Max Gain Loss Ratio,Daily Max Loss Percent,Daily Max Loss Ratio,Daily Current Gain Loss Percent From Open,Daily Max Gain Percent From Open,Daily Max Gain Loss Ratio From Open,Daily Current Gain Loss Diff From Open Close,Position Trailing Stop,Position Trailing Percent,Position Trailing Loss Percent,Position Last Sell DT,Position Num of Days Since Last Sell,Opp Pos Num of Days Since Last Buy,Opp Pos Num of Days Since Last Sell,OrderId
516,SQQQ,2022-03-17 14:45:00+00:00,75,BUY,-0.06433926792,,1,41.818,41.7525,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",8.210102255,TQQQ,,-14.15906448,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,42.11,41.38,46.042,45.27923077,41.56006667,41.46606667,0.094,3.92856996,38.18143004,26.17566064,15.15548165,43.77661611,39.38036,4.396256101,11.16357519,BEARISH ONE BLACK CROW,2022-03-15,2,,50.91,46.64,SHORT,8,4,44.63,2022-03-16 0:00:00,100,SHORT,44.63,2022-03-16,1,8,0,0,0,0,2022-03-16 18:11:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.058482359,2.924117931,5.455338432,-1.280811986,2.996196237,-0.7056549058,2.924117931,10.61388384,-1.764137264,0,0,0,2022-03-16 18:43:00+00:00,1,0,0,aaab1837d1b541569efea55563d803db
518,TQQQ,2022-03-17 15:31:00+00:00,121,BUY,-0.8292467712,,2,48.12,48.06,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-13.62693997,SQQQ,SELL,3.947069653,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,47.59,48.44,44.322,46.08,47.82146667,47.83438333,-0.01291666667,4.285725732,43.30427427,28.05820511,-2.297431456,51.84787344,56.68481341,-4.836939969,-8.533043822,BULLISH ONE WHITE SOLDIER,2022-03-15,2,43.55,40.235,,BUY,12,6,45.41,2022-03-16 0:00:00,100,BUY,45.41,2022-03-16,1,12,0,0,0,0,2022-03-17 13:56:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.6606110652,1.300578035,2.550679465,-2.89017341,6.443821807,1.094137077,1.300578035,0.2684925753,1.754748142,0,0,0,2022-03-17 14:39:00+00:00,0,0,0,62b13380089c443aa7cbbc9c9b4f49fb
520,TQQQ,2022-03-17 17:34:00+00:00,244,BUY,1.032517257,,3,49.335,49.275,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-10.089405,SQQQ,,5.045358647,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,47.59,48.44,44.322,46.08,48.83093333,48.74231667,0.08861666667,4.285725732,43.30427427,55.86256279,46.02642975,55.38540841,56.68481341,-1.299404998,-2.292333555,BULLISH ONE WHITE SOLDIER,2022-03-15,2,43.55,40.235,,BUY,12,6,45.41,2022-03-16 0:00:00,100,BUY,45.41,2022-03-16,1,12,0,0,0,0,2022-03-17 15:32:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.847646573,1.940545004,0.1802735863,-2.89017341,13.69312134,3.602394715,1.940545004,-3.224894154,1.754748142,0,0,0,2022-03-17 15:49:00+00:00,0,0,0,43be6de17b8d4b3e800b5e0097ffbe14
522,TQQQ,2022-03-18 13:54:00+00:00,24,BUY,6.549196889,,1,49.955,49.945,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",0.7665618246,SQQQ,,-5.157871505,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,49.46,50.06,46.204,46.21153846,49.7206,49.6842,0.0364,4.151845292,45.30815471,38.27429914,61.43654374,58.02772839,57.22347426,0.8042541323,1.405461906,BULLISH ONE WHITE SOLDIER,2022-03-15,3,43.55,40.235,,BUY,12,4,45.41,2022-03-16 0:00:00,100,BUY,45.41,2022-03-16,2,12,0,0,0,0,2022-03-17 17:35:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.209748302,0.3595685178,0.204708405,-2.257291251,4.621900783,0.9888134239,0.3595685178,-0.2262566582,1.198561726,0,0,0,2022-03-17 19:57:00+00:00,1,1,1,ff8fbb6c84ae4068827afe61a717c36e
524,SQQQ,2022-03-21 13:58:00+00:00,28,BUY,0.6081615218,,1,38.17,38.095,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-17.08353561,TQQQ,,12.26735551,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,37.71,37.49,40.615,44.47653846,37.58443333,37.56906667,0.01536666667,3.694087438,34.01591256,87.42258345,102.222341,35.32698138,33.10282468,2.224156699,6.718933266,BEARISH ONE BLACK CROW,2022-03-15,4,,50.91,46.64,SHORT,8,2,44.63,2022-03-16 0:00:00,100,SHORT,44.63,2022-03-16,5,8,0,0,0,0,2022-03-17 14:46:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.813817018,2.267271272,1.028103804,-1.371032275,4.366531173,1.226993865,2.267271272,2.358591081,-0.5868231528,0,0,0,2022-03-17 15:31:00+00:00,2,1,1,1273f05836ff4f6e8e3f28e1f2443909
526,TQQQ,2022-03-21 14:48:00+00:00,78,BUY,-0.5694588559,,1,52.13,51.8925,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",11.94123931,SQQQ,SELL,-18.56530248,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,52.86,53.17,49.6368,46.56492308,51.61806667,51.86045,-0.2423833333,4.10118792,48.75881208,31.24108067,23.23257973,62.20543728,65.62358258,-3.418145304,-5.20871487,BULLISH ONE WHITE SOLDIER,2022-03-15,4,43.55,40.235,,BUY,12,3,45.41,2022-03-16 0:00:00,100,BUY,45.41,2022-03-16,5,12,0,0,0,0,2022-03-18 13:55:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-1.95599022,1.419973669,4.793779832,-3.577205191,5.799418609,-1.372954674,1.419973669,3.965884708,0.5830355464,0,0,0,2022-03-18 19:57:00+00:00,1,0,0,8ab2d03084fc45208e7da961a29d2a70
528,SQQQ,2022-03-21 16:39:00+00:00,189,BUY,-0.4451572287,,2,38.409,38.125,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-16.14597151,TQQQ,SELL,10.96449128,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,37.71,37.49,40.615,44.47653846,37.6717,37.51003333,0.1616666667,3.694087438,34.01591256,81.32461707,84.17202788,36.26454548,33.10282468,3.161720795,9.551211492,BEARISH ONE BLACK CROW,2022-03-15,4,,50.91,46.64,SHORT,8,2,44.63,2022-03-16 0:00:00,100,SHORT,44.63,2022-03-16,5,8,0,0,0,0,2022-03-21 13:59:00+00:00,0,0,0,0,0,0,0,0,0,0,0,2.451320352,3.600960256,4.139807603,-1.371032275,5.24056882,1.864497199,3.600960256,6.252934454,-0.5868231528,0,0,0,2022-03-21 14:48:00+00:00,0,0,0,973f97b82b184102bac0ea685076745e
530,TQQQ,2022-03-21 18:30:00+00:00,300,BUY,-1.045062314,,2,52.35,52.225,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",12.79239184,SQQQ,SELL,-25.17835533,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,52.86,53.17,49.6368,46.56492308,51.75316667,51.5898,0.1633666667,4.10118792,48.75881208,44.93475633,37.60002073,63.05658981,65.62358258,-2.566992773,-3.911692523,BULLISH ONE WHITE SOLDIER,2022-03-15,4,43.55,40.235,,BUY,12,3,45.41,2022-03-16 0:00:00,100,BUY,45.41,2022-03-16,5,12,0,0,0,0,2022-03-21 14:49:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-1.542223058,1.419973669,4.206241356,-4.513823585,13.41328054,-0.9591875118,1.419973669,3.378346232,0.5830355464,0,0,0,2022-03-21 16:39:00+00:00,0,0,0,ed2e8b2a6e654672a2a69cf5eacef38f
532,TQQQ,2022-03-22 14:08:00+00:00,38,BUY,2.269541273,,1,54.62,54.505,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",35.37601052,SQQQ,,-35.97361604,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,53.07,52.79,51.564,46.79153846,53.9383,53.25771667,0.6805833333,4.053355179,49.01664482,67.26451843,76.92851446,76.34444132,64.83073849,11.51370283,17.75963548,BEARISH HARAMI CROSS,2022-03-21,1,,53.925,51.315,,0,0,,NaT,100,BUY,45.41,2022-03-16,6,12,0,0,0,0,2022-03-21 18:31:00+00:00,0,0,0,0,0,0,0,0,0,0,0,3.466565637,3.655995454,0.692554547,0.151543853,-0.502371174,2.936162152,3.655995454,2.631707279,-0.5304034855,0,0,0,2022-03-21 18:57:00+00:00,1,1,1,7b1fa3d1cf0345bf8676b50d6fb7d13f
534,TQQQ,2022-03-23 14:15:00+00:00,45,BUY,-0.9037210861,,1,54.92,54.561,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",23.10697728,SQQQ,,-25.39686625,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,54.56,55.91,53.2958,47.48453846,54.18786667,54.64408333,-0.4562166667,4.135843939,50.42415606,25.89975834,18.22538852,72.40943431,78.35876472,-5.949330415,-7.592424964,BEARISH HARAMI CROSS,2022-03-21,2,,53.925,51.315,,0,0,,NaT,100,BUY,45.41,2022-03-16,7,12,0,0,0,0,2022-03-22 14:09:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-1.770702915,-1.770702915,0,-4.060096584,9.295159412,0.6438919692,-1.770702915,4.275530202,2.414594885,0,0,0,2022-03-22 19:57:00+00:00,1,2,2,528311546abc4e319b3ae1adb3561918
536,TQQQ,2022-03-23 15:07:00+00:00,97,BUY,-0.7749964562,,2,55.27,55.305,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",24.90817949,SQQQ,,-27.63869426,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,54.56,55.91,53.2958,47.48453846,55.07153333,55.01876667,0.05276666667,4.135843939,50.42415606,39.74039668,44.97357038,74.21063652,78.35876472,-4.148128199,-5.293764155,BEARISH HARAMI CROSS,2022-03-21,2,,53.925,51.315,,0,0,,NaT,100,BUY,45.41,2022-03-16,7,12,0,0,0,0,2022-03-23 14:16:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-1.144696834,-0.6796637453,-0.3160661309,-4.060096584,11.83680456,1.26989805,-0.6796637453,1.325046472,2.414594885,0,0,0,2022-03-23 14:47:00+00:00,0,2,2,32fdfdf2d0994ff384cbcd0d148a6fa1
538,SQQQ,2022-03-23 18:17:00+00:00,287,BUY,-0.9941856598,,1,36.69,36.7875,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-23.19517574,TQQQ,,19.12119295,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,36.395,35.53,37.416,43.37230769,36.5813,36.51873333,0.06256666667,3.571759437,32.82324056,30.50626172,31.95013085,29.14867234,22.56230962,6.586362723,29.19188165,BULLISH HARAMI CROSS,2022-03-21,2,38.99,36.9759,,,0,0,,NaT,100,SHORT,44.63,2022-03-16,7,8,0,0,0,0,2022-03-21 16:40:00+00:00,0,0,0,0,0,0,0,0,0,0,0,3.264846609,3.884041655,2.404979353,-0.6473402758,2.532516137,0.8302842668,3.884041655,11.8609209,-2.434562342,0,0,0,2022-03-21 18:30:00+00:00,2,0,0,014bcc7a959149738e40756ee0240a14
540,SQQQ,2022-03-24 14:25:00+00:00,55,BUY,-1.018360755,,1,36.92,36.85,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-22.48556552,TQQQ,,23.70706393,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,36.42,37.03,36.884,42.46846154,36.59883333,36.61048333,-0.01165,3.389166992,33.03083301,47.30308609,52.6962377,36.23452065,30.79777847,5.436742177,17.65303358,BULLISH HARAMI,2022-03-23,1,37.03,35.225,,,9,9,,NaT,100,SHORT,44.63,2022-03-16,8,8,0,0,0,0,2022-03-23 18:18:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.2970564407,0,0,-2.295436133,4.587152953,1.350256549,0,0,1.647312989,0,0,0,2022-03-23 18:50:00+00:00,1,1,1,fab6605f291644d897e5c9b3ac58d5f4
542,TQQQ,2022-03-24 14:44:00+00:00,74,BUY,4.434456163,,1,54.27,54.155,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",25.33614886,SQQQ,,-23.33924987,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,54.43,53.55,53.91,48.28538462,53.93233333,54.11801667,-0.1856833333,3.87947423,50.55052577,26.50898992,27.16594522,63.34007587,66.12700392,-2.786928059,-4.214508285,BEARISH HARAMI,2022-03-23,1,,56.34,53.55,,10,10,,NaT,100,BUY,45.41,2022-03-16,8,12,0,0,0,0,2022-03-23 15:08:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.344537815,2.29318394,2.175420059,-0.2614379085,0.4198629343,-0.2987861811,2.29318394,5.943864256,-1.643323996,0,0,0,2022-03-23 17:19:00+00:00,1,0,0,2433a38b86c249c7b205d2c9f5560335
544,SQQQ,2022-03-25 14:09:00+00:00,39,BUY,-0.7740201072,,1,34.78,34.955,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-27.65550314,TQQQ,,29.10577563,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,34.62,34.59,35.88,41.14538462,34.80336667,34.79918333,0.004183333333,3.297657348,31.32234265,26.12361218,17.41713018,28.86512896,30.19370902,-1.328580058,-4.400188322,BULLISH HARAMI,2022-03-23,2,37.03,35.225,,,9,4.5,,NaT,100,SHORT,44.63,2022-03-16,9,8,0,0,0,0,2022-03-24 14:26:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.5492917028,1.416594391,1.228616124,-0.4625614339,0.4680442379,0.4625614339,1.416594391,1.351477737,-0.08673026886,0,0,0,2022-03-24 14:37:00+00:00,1,1,1,2d2fc273b7bc401b936c1b1b17376138
546,TQQQ,2022-03-25 14:39:00+00:00,69,BUY,-0.9826500878,,1,57.32,57.0775,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",30.95826703,SQQQ,,-29.1678316,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,57.04,57.02,55.296,49.66769231,56.8634,56.7918,0.0716,3.81648476,53.22351524,30.76349726,19.93253553,72.40039362,69.58366505,2.816728573,4.047973862,BEARISH HARAMI,2022-03-23,2,,56.34,53.55,,10,5,,NaT,100,BUY,45.41,2022-03-16,9,12,0,0,0,0,2022-03-24 14:45:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.526131182,0.7015082427,0.1230284537,-1.332865661,2.477793057,0.4910557699,0.7015082427,0.1476341444,-0.03507541214,0,0,0,2022-03-24 19:57:00+00:00,1,0,0,1224c92a11c64aaf870804b248d33a1d
548,SQQQ,2022-03-25 15:03:00+00:00,93,BUY,1.18026862,,2,35.02,34.7325,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-26.31640438,TQQQ,,27.17827304,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,34.62,34.59,35.88,41.14538462,34.55693333,34.68051667,-0.1235833333,3.297657348,31.32234265,45.36027529,38.36760694,30.20422771,30.19370902,0.01051869273,0.03483736538,BULLISH HARAMI,2022-03-23,2,37.03,35.225,,,9,4.5,,NaT,100,SHORT,44.63,2022-03-16,9,8,0,0,0,0,2022-03-25 14:10:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.243133854,1.416594391,0.2457232249,-0.8673026886,1.830387287,1.156403585,1.416594391,0.3685848373,-0.08673026886,0,0,0,2022-03-25 14:36:00+00:00,0,0,0,cf080c16bc424b379d71c7fdd48e392c
550,TQQQ,2022-03-25 16:20:00+00:00,170,BUY,-0.1826455889,,2,55.86,55.6925,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",24.86832076,SQQQ,SELL,-29.12542515,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,57.04,57.02,55.296,49.66769231,55.40653333,55.3415,0.06503333333,3.81648476,53.22351524,37.73398742,29.14630489,66.31044735,69.58366505,-3.273217699,-4.704003011,BEARISH HARAMI,2022-03-23,2,,56.34,53.55,,10,5,,NaT,100,BUY,45.41,2022-03-16,9,12,0,0,0,0,2022-03-25 14:40:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-2.034373904,0.9487898983,2.83039568,-3.805682217,6.741036547,-2.069449316,0.9487898983,2.863674877,-0.03507541214,0,0,0,2022-03-25 14:57:00+00:00,0,0,0,ab2e8c3917954b03ae8c90359247b162
552,TQQQ,2022-03-28 13:51:00+00:00,21,BUY,-0.9951686897,,1,58.2,58.099,BUY,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",37.28085325,SQQQ,,-34.32264929,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,56.92,56.93,56.138,50.46461538,57.53796667,56.73023333,0.8077333333,3.746585785,53.17341422,34.01681616,-54.28575126,80.26349765,71.34956747,8.913930173,12.49332055,BEARISH HARAMI,2022-03-23,3,,56.34,53.55,,10,3.333333333,,NaT,100,BUY,45.41,2022-03-16,12,12,0,0,0,0,2022-03-25 16:21:00+00:00,0,0,0,0,0,0,0,0,0,0,0,2.230809766,2.634814685,1.064478091,-0.05269629369,0.120332306,2.248375198,2.634814685,1.018196435,0.01756543123,0,0,0,2022-03-25 19:36:00+00:00,1,1,1,2d775f2d48444795ad7ed70397c03b03
554,TQQQ,2022-03-28 14:57:00+00:00,87,BUY,-0.883734519,,2,58.22,58.19,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",37.3108857,SQQQ,,-34.75279188,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,56.92,56.93,56.138,50.46461538,57.85276667,57.85063333,0.002133333333,3.746585785,53.17341422,38.17479979,26.71588711,80.29353009,71.34956747,8.94396262,12.53541253,BEARISH HARAMI,2022-03-23,3,,56.34,53.55,,10,3.333333333,,NaT,100,BUY,45.41,2022-03-16,12,12,0,0,0,0,2022-03-28 13:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,2.265940629,3.214473915,3.049035507,-0.05269629369,0.1221835722,2.28350606,3.214473915,2.992571887,0.01756543123,0,0,0,2022-03-28 14:18:00+00:00,0,1,1,4d0abccb98dc4cdd85209910c835969c
556,TQQQ,2022-03-28 18:56:00+00:00,326,BUY,0.7128475054,,3,58.79,58.64,BUY,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",38.12998559,SQQQ,,-35.12402027,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,56.92,56.93,56.138,50.46461538,58.35793333,58.16986667,0.1880666667,3.746585785,53.17341422,29.41982954,19.32776378,81.11262999,71.34956747,9.763062514,13.68342214,BEARISH HARAMI,2022-03-23,3,,56.34,53.55,,10,3.333333333,,NaT,100,BUY,45.41,2022-03-16,12,12,0,0,0,0,2022-03-28 14:58:00+00:00,0,0,0,0,0,0,0,0,0,18.80268538,0,3.267170209,3.31810996,0.1690236937,-1.053925874,4.554114965,3.28473564,3.31810996,0.1107396614,0.01756543123,0,0,0,2022-03-28 15:05:00+00:00,0,1,1,fadd55d9b5314a9590b119a3ce3166f1
558,TQQQ,2022-03-29 13:37:00+00:00,7,BUY,-0.8261315559,,1,62.06,62.025,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Skip Start Delay', 'Slope Last 15 Min > -20']",38.04757598,SQQQ,,-35.34773924,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Skip Start Delay', 'Slope Last 15 Min > -20']",,61.52,59.52,57.802,51.93307692,59.92723333,59.51316667,0.4140666667,3.861402826,57.65859717,164.4198524,98.0533989,90.77019473,82.06723414,8.702960594,10.60467151,BEARISH HARAMI,2022-03-23,4,,56.34,53.55,,10,2.5,,NaT,100,BUY,45.41,2022-03-16,13,12,0,0,0,0,2022-03-28 18:57:00+00:00,0,0,0,0,0,0,0,0,0,0,0,4.267473118,4.821908602,2.673437229,3.141801075,-3.536637635,0.9072580645,4.821908602,18.8760871,-3.360215054,0,0,0,2022-03-28 19:57:00+00:00,1,2,2,5a435697e8fc497c9fe90195ee23c62e
560,TQQQ,2022-03-29 14:58:00+00:00,88,BUY,-0.7698376871,,2,61.3,61.201,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",37.54301966,SQQQ,,-35.04106736,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,61.52,59.52,57.802,51.93307692,60.8431,60.85241667,-0.009316666667,3.861402826,57.65859717,41.82549128,42.49618947,90.26563841,82.06723414,8.198404273,9.989863018,BEARISH HARAMI,2022-03-23,4,,56.34,53.55,,10,2.5,,NaT,100,BUY,45.41,2022-03-16,13,12,0,0,0,0,2022-03-29 13:38:00+00:00,0,0,0,0,0,0,0,0,0,0,0,2.990591398,4.821908602,8.830444181,1.041666667,-2.030129928,-0.3696236559,4.821908602,25.03309405,-3.360215054,0,0,0,2022-03-29 13:50:00+00:00,0,2,2,a766e097aed34157a5584f3cb3bc0fdb
